cloud_name,region_name,instance_type,vcpu_count,memory_gb,on_demand_price
GCP,asia-northeast1,a2-highgpu-1g,12,85,0.948031
GCP,asia-northeast1,a2-highgpu-2g,24,170,1.896062
GCP,asia-northeast1,a2-highgpu-4g,48,340,3.792124
GCP,asia-northeast1,a2-highgpu-8g,96,680,7.584248
GCP,asia-northeast1,e2-highcpu-16,16,16,0.508248
GCP,asia-northeast1,e2-highcpu-2,2,2,0.063531
GCP,asia-northeast1,e2-highcpu-32,32,32,1.016497
GCP,asia-northeast1,e2-highcpu-4,4,4,0.127062
GCP,asia-northeast1,e2-highcpu-8,8,8,0.254124
GCP,asia-northeast1,e2-highmem-16,16,128,0.927029
GCP,asia-northeast1,e2-highmem-2,2,16,0.115879
GCP,asia-northeast1,e2-highmem-4,4,32,0.231757
GCP,asia-northeast1,e2-highmem-8,8,64,0.463514
GCP,asia-northeast1,e2-medium,2,4,0.071009
GCP,asia-northeast1,e2-micro,2,1,0.059792
GCP,asia-northeast1,e2-small,2,2,0.063531
GCP,asia-northeast1,e2-standard-16,16,64,0.687726
GCP,asia-northeast1,e2-standard-2,2,8,0.085966
GCP,asia-northeast1,e2-standard-32,32,128,1.375452
GCP,asia-northeast1,e2-standard-4,4,16,0.171931
GCP,asia-northeast1,e2-standard-8,8,32,0.343863
GCP,asia-northeast1,n1-highcpu-16,16,14,0.727924
GCP,asia-northeast1,n1-highcpu-2,2,1,0.090989
GCP,asia-northeast1,n1-highcpu-32,32,28,1.455842
GCP,asia-northeast1,n1-highcpu-4,4,3,0.181978
GCP,asia-northeast1,n1-highcpu-64,64,57,2.911684
GCP,asia-northeast1,n1-highcpu-8,8,7,0.363962
GCP,asia-northeast1,n1-highcpu-96,96,86,4.367532
GCP,asia-northeast1,n1-highmem-16,16,104,1.213464
GCP,asia-northeast1,n1-highmem-2,2,13,0.151683
GCP,asia-northeast1,n1-highmem-32,32,208,2.426928
GCP,asia-northeast1,n1-highmem-4,4,26,0.303366
GCP,asia-northeast1,n1-highmem-64,64,416,4.853856
GCP,asia-northeast1,n1-highmem-8,8,52,0.606732
GCP,asia-northeast1,n1-highmem-96,96,624,7.280784
GCP,asia-northeast1,n1-megamem-96,96,1433,11.668004
GCP,asia-northeast1,n1-standard-1,1,3,0.060939
GCP,asia-northeast1,n1-standard-16,16,60,0.975028
GCP,asia-northeast1,n1-standard-2,2,7,0.121879
GCP,asia-northeast1,n1-standard-32,32,120,1.950056
GCP,asia-northeast1,n1-standard-4,4,15,0.243757
GCP,asia-northeast1,n1-standard-64,64,240,3.900112
GCP,asia-northeast1,n1-standard-8,8,30,0.487514
GCP,asia-northeast1,n1-standard-96,96,360,5.850168
GCP,asia-northeast1,n1-ultramem-160,160,3844,27.329516
GCP,asia-northeast1,n1-ultramem-40,40,961,6.832379
GCP,asia-northeast1,n1-ultramem-80,80,1922,13.664758
GCP,asia-northeast1,n2-highcpu-16,16,16,0.736592
GCP,asia-northeast1,n2-highcpu-2,2,2,0.092074
GCP,asia-northeast1,n2-highcpu-32,32,32,1.473184
GCP,asia-northeast1,n2-highcpu-4,4,4,0.184148
GCP,asia-northeast1,n2-highcpu-48,48,48,2.209776
GCP,asia-northeast1,n2-highcpu-64,64,64,2.946368
GCP,asia-northeast1,n2-highcpu-8,8,8,0.368296
GCP,asia-northeast1,n2-highcpu-80,80,80,3.68296
GCP,asia-northeast1,n2-highcpu-96,96,96,4.419552
GCP,asia-northeast1,n2-highmem-128,128,864,9.88112
GCP,asia-northeast1,n2-highmem-16,16,128,1.34352
GCP,asia-northeast1,n2-highmem-2,2,16,0.16794
GCP,asia-northeast1,n2-highmem-32,32,256,2.68704
GCP,asia-northeast1,n2-highmem-4,4,32,0.33588
GCP,asia-northeast1,n2-highmem-48,48,384,4.03056
GCP,asia-northeast1,n2-highmem-64,64,512,5.37408
GCP,asia-northeast1,n2-highmem-8,8,64,0.67176
GCP,asia-northeast1,n2-highmem-80,80,640,6.7176
GCP,asia-northeast1,n2-highmem-96,96,768,8.06112
GCP,asia-northeast1,n2-standard-128,128,512,7.973632
GCP,asia-northeast1,n2-standard-16,16,64,0.996704
GCP,asia-northeast1,n2-standard-2,2,8,0.124588
GCP,asia-northeast1,n2-standard-32,32,128,1.993408
GCP,asia-northeast1,n2-standard-4,4,16,0.249176
GCP,asia-northeast1,n2-standard-48,48,192,2.990112
GCP,asia-northeast1,n2-standard-64,64,256,3.986816
GCP,asia-northeast1,n2-standard-8,8,32,0.498352
GCP,asia-northeast1,n2-standard-80,80,320,4.98352
GCP,asia-northeast1,n2-standard-96,96,384,5.980224
GCP,asia-northeast1,c3-highcpu-176,176,352,9.611693
GCP,asia-northeast1,c3-highcpu-22,22,44,1.201462
GCP,asia-northeast1,c3-highcpu-4,4,8,0.218448
GCP,asia-northeast1,c3-highcpu-44,44,88,2.402923
GCP,asia-northeast1,c3-highcpu-8,8,16,0.436895
GCP,asia-northeast1,c3-highcpu-88,88,176,4.805846
GCP,asia-northeast1,c3-highmem-176,176,1408,14.952075
GCP,asia-northeast1,c3-highmem-22,22,176,1.869009
GCP,asia-northeast1,c3-highmem-4,4,32,0.33982
GCP,asia-northeast1,c3-highmem-44,44,352,3.738019
GCP,asia-northeast1,c3-highmem-8,8,64,0.67964
GCP,asia-northeast1,c3-highmem-88,88,704,7.476037
GCP,asia-northeast1,c3-standard-176,176,704,11.39182
GCP,asia-northeast1,c3-standard-176-lssd,176,704,11.39182
GCP,asia-northeast1,c3-standard-22,22,88,1.423977
GCP,asia-northeast1,c3-standard-22-lssd,22,88,1.423977
GCP,asia-northeast1,c3-standard-4,4,16,0.258905
GCP,asia-northeast1,c3-standard-4-lssd,4,16,0.258905
GCP,asia-northeast1,c3-standard-44,44,176,2.847955
GCP,asia-northeast1,c3-standard-44-lssd,44,176,2.847955
GCP,asia-northeast1,c3-standard-8,8,32,0.51781
GCP,asia-northeast1,c3-standard-8-lssd,8,32,0.51781
GCP,asia-northeast1,c3-standard-88,88,352,5.69591
GCP,asia-northeast1,c3-standard-88-lssd,88,352,5.69591
GCP,asia-southeast1,c3-highcpu-176,176,352,9.233722
GCP,asia-southeast1,c3-highcpu-192-metal,192,512,10.695015
GCP,asia-southeast1,c3-highcpu-22,22,44,1.154215
GCP,asia-southeast1,c3-highcpu-4,4,8,0.209857
GCP,asia-southeast1,c3-highcpu-44,44,88,2.308431
GCP,asia-southeast1,c3-highcpu-8,8,16,0.419715
GCP,asia-southeast1,c3-highcpu-88,88,176,4.616861
GCP,asia-southeast1,c3-highmem-176,176,1408,14.364097
GCP,asia-southeast1,c3-highmem-192-metal,192,1536,15.669924
GCP,asia-southeast1,c3-highmem-22,22,176,1.795512
GCP,asia-southeast1,c3-highmem-4,4,32,0.326457
GCP,asia-southeast1,c3-highmem-44,44,352,3.591024
GCP,asia-southeast1,c3-highmem-8,8,64,0.652914
GCP,asia-southeast1,c3-highmem-88,88,704,7.182049
GCP,asia-southeast1,c3-standard-176,176,704,10.943847
GCP,asia-southeast1,c3-standard-176-lssd,176,704,10.943847
GCP,asia-southeast1,c3-standard-192-metal,192,768,11.938742
GCP,asia-southeast1,c3-standard-22,22,88,1.367981
GCP,asia-southeast1,c3-standard-22-lssd,22,88,1.367981
GCP,asia-southeast1,c3-standard-4,4,16,0.248724
GCP,asia-southeast1,c3-standard-4-lssd,4,16,0.248724
GCP,asia-southeast1,c3-standard-44,44,176,2.735962
GCP,asia-southeast1,c3-standard-44-lssd,44,176,2.735962
GCP,asia-southeast1,c3-standard-8,8,32,0.497448
GCP,asia-southeast1,c3-standard-8-lssd,8,32,0.497448
GCP,asia-southeast1,c3-standard-88,88,352,5.471924
GCP,asia-southeast1,c3-standard-88-lssd,88,352,5.471924
GCP,asia-southeast1,c3d-highcpu-16,16,32,0.739845
GCP,asia-southeast1,c3d-highcpu-180,180,354,8.29395
GCP,asia-southeast1,c3d-highcpu-30,30,59,1.382325
GCP,asia-southeast1,c3d-highcpu-360,360,708,16.5879
GCP,asia-southeast1,c3d-highcpu-4,4,8,0.184961
GCP,asia-southeast1,c3d-highcpu-60,60,118,2.76465
GCP,asia-southeast1,c3d-highcpu-8,8,16,0.369922
GCP,asia-southeast1,c3d-highcpu-90,90,177,4.146975
GCP,asia-southeast1,c3d-highmem-16,16,128,1.20873
GCP,asia-southeast1,c3d-highmem-16-lssd,16,128,1.20873
GCP,asia-southeast1,c3d-highmem-180,180,1440,13.598211
GCP,asia-southeast1,c3d-highmem-180-lssd,180,1440,13.598211
GCP,asia-southeast1,c3d-highmem-30,30,240,2.266368
GCP,asia-southeast1,c3d-highmem-30-lssd,30,240,2.266368
GCP,asia-southeast1,c3d-highmem-360,360,2880,27.196421
GCP,asia-southeast1,c3d-highmem-360-lssd,360,2880,27.196421
GCP,asia-southeast1,c3d-highmem-4,4,32,0.302182
GCP,asia-southeast1,c3d-highmem-60,60,480,4.532737
GCP,asia-southeast1,c3d-highmem-60-lssd,60,480,4.532737
GCP,asia-southeast1,c3d-highmem-8,8,64,0.604365
GCP,asia-southeast1,c3d-highmem-8-lssd,8,64,0.604365
GCP,asia-southeast1,c3d-highmem-90,90,720,6.799105
GCP,asia-southeast1,c3d-highmem-90-lssd,90,720,6.799105
GCP,asia-southeast1,c3d-standard-16,16,64,0.89614
GCP,asia-southeast1,c3d-standard-16-lssd,16,64,0.89614
GCP,asia-southeast1,c3d-standard-180,180,720,10.081574
GCP,asia-southeast1,c3d-standard-180-lssd,180,720,10.081574
GCP,asia-southeast1,c3d-standard-30,30,120,1.680262
GCP,asia-southeast1,c3d-standard-30-lssd,30,120,1.680262
GCP,asia-southeast1,c3d-standard-360,360,1440,20.163147
GCP,asia-southeast1,c3d-standard-360-lssd,360,1440,20.163147
GCP,asia-southeast1,c3d-standard-4,4,16,0.224035
GCP,asia-southeast1,c3d-standard-60,60,240,3.360525
GCP,asia-southeast1,c3d-standard-60-lssd,60,240,3.360525
GCP,asia-southeast1,c3d-standard-8,8,32,0.44807
GCP,asia-southeast1,c3d-standard-8-lssd,8,32,0.44807
GCP,asia-southeast1,c3d-standard-90,90,360,5.040787
GCP,asia-southeast1,c3d-standard-90-lssd,90,360,5.040787
GCP,asia-southeast1,e2-highcpu-16,16,16,0.488244
GCP,asia-southeast1,e2-highcpu-2,2,2,0.061031
GCP,asia-southeast1,e2-highcpu-32,32,32,0.976488
GCP,asia-southeast1,e2-highcpu-4,4,4,0.122061
GCP,asia-southeast1,e2-highcpu-8,8,8,0.244122
GCP,asia-southeast1,e2-highmem-16,16,128,0.892109
GCP,asia-southeast1,e2-highmem-2,2,16,0.111514
GCP,asia-southeast1,e2-highmem-4,4,32,0.223027
GCP,asia-southeast1,e2-highmem-8,8,64,0.446055
GCP,asia-southeast1,e2-medium,2,4,0.068242
GCP,asia-southeast1,e2-micro,2,1,0.057425
GCP,asia-southeast1,e2-small,2,2,0.061031
GCP,asia-southeast1,e2-standard-16,16,64,0.661329
GCP,asia-southeast1,e2-standard-2,2,8,0.082666
GCP,asia-southeast1,e2-standard-32,32,128,1.322658
GCP,asia-southeast1,e2-standard-4,4,16,0.165332
GCP,asia-southeast1,e2-standard-8,8,32,0.330665
GCP,asia-southeast1,n1-highcpu-16,16,14,0.69924
GCP,asia-southeast1,n1-highcpu-2,2,1,0.087404
GCP,asia-southeast1,n1-highcpu-32,32,28,1.398476
GCP,asia-southeast1,n1-highcpu-4,4,3,0.174808
GCP,asia-southeast1,n1-highcpu-64,64,57,2.796952
GCP,asia-southeast1,n1-highcpu-8,8,7,0.34962
GCP,asia-southeast1,n1-highcpu-96,96,86,4.195432
GCP,asia-southeast1,n1-highmem-16,16,104,1.167488
GCP,asia-southeast1,n1-highmem-2,2,13,0.145936
GCP,asia-southeast1,n1-highmem-32,32,208,2.334976
GCP,asia-southeast1,n1-highmem-4,4,26,0.291872
GCP,asia-southeast1,n1-highmem-64,64,416,4.669952
GCP,asia-southeast1,n1-highmem-8,8,52,0.583744
GCP,asia-southeast1,n1-highmem-96,96,624,7.004928
GCP,asia-southeast1,n1-megamem-96,96,1433,11.235896
GCP,asia-southeast1,n1-standard-1,1,3,0.058596
GCP,asia-southeast1,n1-standard-16,16,60,0.937544
GCP,asia-southeast1,n1-standard-2,2,7,0.117193
GCP,asia-southeast1,n1-standard-32,32,120,1.875088
GCP,asia-southeast1,n1-standard-4,4,15,0.234386
GCP,asia-southeast1,n1-standard-64,64,240,3.750176
GCP,asia-southeast1,n1-standard-8,8,30,0.468772
GCP,asia-southeast1,n1-standard-96,96,360,5.625264
GCP,asia-southeast1,n1-ultramem-160,160,3844,26.328584
GCP,asia-southeast1,n1-ultramem-40,40,961,6.582146
GCP,asia-southeast1,n1-ultramem-80,80,1922,13.164292
GCP,asia-southeast1,n2-highcpu-16,16,16,0.7076
GCP,asia-southeast1,n2-highcpu-2,2,2,0.08845
GCP,asia-southeast1,n2-highcpu-32,32,32,1.4152
GCP,asia-southeast1,n2-highcpu-4,4,4,0.1769
GCP,asia-southeast1,n2-highcpu-48,48,48,2.1228
GCP,asia-southeast1,n2-highcpu-64,64,64,2.8304
GCP,asia-southeast1,n2-highcpu-8,8,8,0.3538
GCP,asia-southeast1,n2-highcpu-80,80,80,3.538
GCP,asia-southeast1,n2-highcpu-96,96,96,4.2456
GCP,asia-southeast1,n2-highmem-128,128,864,9.507136
GCP,asia-southeast1,n2-highmem-16,16,128,1.292912
GCP,asia-southeast1,n2-highmem-2,2,16,0.161614
GCP,asia-southeast1,n2-highmem-32,32,256,2.585824
GCP,asia-southeast1,n2-highmem-4,4,32,0.323228
GCP,asia-southeast1,n2-highmem-48,48,384,3.878736
GCP,asia-southeast1,n2-highmem-64,64,512,5.171648
GCP,asia-southeast1,n2-highmem-8,8,64,0.646456
GCP,asia-southeast1,n2-highmem-80,80,640,6.46456
GCP,asia-southeast1,n2-highmem-96,96,768,7.757472
GCP,asia-southeast1,n2-standard-128,128,512,7.667584
GCP,asia-southeast1,n2-standard-16,16,64,0.958448
GCP,asia-southeast1,n2-standard-2,2,8,0.119806
GCP,asia-southeast1,n2-standard-32,32,128,1.916896
GCP,asia-southeast1,n2-standard-4,4,16,0.239612
GCP,asia-southeast1,n2-standard-48,48,192,2.875344
GCP,asia-southeast1,n2-standard-64,64,256,3.833792
GCP,asia-southeast1,n2-standard-8,8,32,0.479224
GCP,asia-southeast1,n2-standard-80,80,320,4.79224
GCP,asia-southeast1,n2-standard-96,96,384,5.750688
GCP,asia-southeast1,a2-highgpu-1g,12,85,0.912198
GCP,asia-southeast1,a2-highgpu-2g,24,170,1.824396
GCP,asia-southeast1,a2-highgpu-4g,48,340,3.648792
GCP,asia-southeast1,a2-highgpu-8g,96,680,7.297584
GCP,asia-southeast1,a2-megagpu-16g,96,1360,10.851264
GCP,asia-southeast1,a2-ultragpu-1g,12,170,1.356408
GCP,asia-southeast1,a2-ultragpu-2g,24,340,2.712816
GCP,asia-southeast1,a2-ultragpu-4g,48,680,5.425632
GCP,asia-southeast1,a2-ultragpu-8g,96,1360,10.851264
GCP,asia-south1,c3-highmem-176,176,1408,12.108828
GCP,asia-south1,c3-highmem-22,22,176,1.513604
GCP,asia-south1,c3-highmem-4,4,32,0.275201
GCP,asia-south1,c3-highmem-44,44,352,3.027207
GCP,asia-south1,c3-highmem-8,8,64,0.550401
GCP,asia-south1,c3-highmem-88,88,704,6.054414
GCP,asia-south1,c3-standard-176,176,704,9.225582
GCP,asia-south1,c3-standard-176-lssd,176,704,9.225582
GCP,asia-south1,c3-standard-22,22,88,1.153198
GCP,asia-south1,c3-standard-22-lssd,22,88,1.153198
GCP,asia-south1,c3-standard-4,4,16,0.209672
GCP,asia-south1,c3-standard-4-lssd,4,16,0.209672
GCP,asia-south1,c3-standard-44,44,176,2.306396
GCP,asia-south1,c3-standard-44-lssd,44,176,2.306396
GCP,asia-south1,c3-standard-8,8,32,0.419345
GCP,asia-south1,c3-standard-8-lssd,8,32,0.419345
GCP,asia-south1,c3-standard-88,88,352,4.612791
GCP,asia-south1,c3-standard-88-lssd,88,352,4.612791
GCP,asia-south1,c3d-highcpu-16,16,32,0.623684
GCP,asia-south1,c3d-highcpu-180,180,354,6.991739
GCP,asia-south1,c3d-highcpu-30,30,59,1.16529
GCP,asia-south1,c3d-highcpu-360,360,708,13.983478
GCP,asia-south1,c3d-highcpu-4,4,8,0.155921
GCP,asia-south1,c3d-highcpu-60,60,118,2.33058
GCP,asia-south1,c3d-highcpu-8,8,16,0.311842
GCP,asia-south1,c3d-highcpu-90,90,177,3.49587
GCP,asia-south1,c3d-highmem-16,16,128,1.01895
GCP,asia-south1,c3d-highmem-180,180,1440,11.463192
GCP,asia-south1,c3d-highmem-30,30,240,1.910532
GCP,asia-south1,c3d-highmem-360,360,2880,22.926384
GCP,asia-south1,c3d-highmem-4,4,32,0.254738
GCP,asia-south1,c3d-highmem-60,60,480,3.821064
GCP,asia-south1,c3d-highmem-8,8,64,0.509475
GCP,asia-south1,c3d-highmem-90,90,720,5.731596
GCP,asia-south1,c3d-standard-16,16,64,0.755439
GCP,asia-south1,c3d-standard-16-lssd,16,64,0.755439
GCP,asia-south1,c3d-standard-180,180,720,8.498693
GCP,asia-south1,c3d-standard-180-lssd,180,720,8.498693
GCP,asia-south1,c3d-standard-30,30,120,1.416449
GCP,asia-south1,c3d-standard-30-lssd,30,120,1.416449
GCP,asia-south1,c3d-standard-360,360,1440,16.997386
GCP,asia-south1,c3d-standard-360-lssd,360,1440,16.997386
GCP,asia-south1,c3d-standard-4,4,16,0.18886
GCP,asia-south1,c3d-standard-60,60,240,2.832898
GCP,asia-south1,c3d-standard-60-lssd,60,240,2.832898
GCP,asia-south1,c3d-standard-8,8,32,0.37772
GCP,asia-south1,c3d-standard-8-lssd,8,32,0.37772
GCP,asia-south1,c3d-standard-90,90,360,4.249346
GCP,asia-south1,c3d-standard-90-lssd,90,360,4.249346
GCP,asia-south1,e2-highcpu-16,16,16,0.47536
GCP,asia-south1,e2-highcpu-2,2,2,0.05942
GCP,asia-south1,e2-highcpu-32,32,32,0.950721
GCP,asia-south1,e2-highcpu-4,4,4,0.11884
GCP,asia-south1,e2-highcpu-8,8,8,0.23768
GCP,asia-south1,e2-highmem-16,16,128,0.868561
GCP,asia-south1,e2-highmem-2,2,16,0.10857
GCP,asia-south1,e2-highmem-4,4,32,0.21714
GCP,asia-south1,e2-highmem-8,8,64,0.43428
GCP,asia-south1,e2-medium,2,4,0.066441
GCP,asia-south1,e2-micro,2,1,0.055909
GCP,asia-south1,e2-small,2,2,0.05942
GCP,asia-south1,e2-standard-16,16,64,0.643875
GCP,asia-south1,e2-standard-2,2,8,0.080484
GCP,asia-south1,e2-standard-32,32,128,1.28775
GCP,asia-south1,e2-standard-4,4,16,0.160969
GCP,asia-south1,e2-standard-8,8,32,0.321937
GCP,asia-south1,n1-highcpu-16,16,14,0.680789
GCP,asia-south1,n1-highcpu-2,2,1,0.085097
GCP,asia-south1,n1-highcpu-32,32,28,1.361573
GCP,asia-south1,n1-highcpu-4,4,3,0.170195
GCP,asia-south1,n1-highcpu-64,64,57,2.723147
GCP,asia-south1,n1-highcpu-8,8,7,0.340395
GCP,asia-south1,n1-highcpu-96,96,86,4.084725
GCP,asia-south1,n1-highmem-16,16,104,1.136672
GCP,asia-south1,n1-highmem-2,2,13,0.142084
GCP,asia-south1,n1-highmem-32,32,208,2.273344
GCP,asia-south1,n1-highmem-4,4,26,0.284168
GCP,asia-south1,n1-highmem-64,64,416,4.546688
GCP,asia-south1,n1-highmem-8,8,52,0.568336
GCP,asia-south1,n1-highmem-96,96,624,6.820032
GCP,asia-south1,n1-megamem-96,96,1433,10.939275
GCP,asia-south1,n1-standard-1,1,3,0.05705
GCP,asia-south1,n1-standard-16,16,60,0.9128
GCP,asia-south1,n1-standard-2,2,7,0.1141
GCP,asia-south1,n1-standard-32,32,120,1.8256
GCP,asia-south1,n1-standard-4,4,15,0.2282
GCP,asia-south1,n1-standard-64,64,240,3.6512
GCP,asia-south1,n1-standard-8,8,30,0.4564
GCP,asia-south1,n1-standard-96,96,360,5.4768
GCP,asia-south1,n1-ultramem-160,160,3844,25.633472
GCP,asia-south1,n1-ultramem-40,40,961,6.408368
GCP,asia-south1,n1-ultramem-80,80,1922,12.816736
GCP,asia-south1,n2-highcpu-16,16,16,0.688928
GCP,asia-south1,n2-highcpu-2,2,2,0.086116
GCP,asia-south1,n2-highcpu-32,32,32,1.377856
GCP,asia-south1,n2-highcpu-4,4,4,0.172232
GCP,asia-south1,n2-highcpu-48,48,48,2.066784
GCP,asia-south1,n2-highcpu-64,64,64,2.755712
GCP,asia-south1,n2-highcpu-8,8,8,0.344464
GCP,asia-south1,n2-highcpu-80,80,80,3.44464
GCP,asia-south1,n2-highcpu-96,96,96,4.133568
GCP,asia-south1,n2-highmem-128,128,864,9.256192
GCP,asia-south1,n2-highmem-16,16,128,1.258784
GCP,asia-south1,n2-highmem-2,2,16,0.157348
GCP,asia-south1,n2-highmem-32,32,256,2.517568
GCP,asia-south1,n2-highmem-4,4,32,0.314696
GCP,asia-south1,n2-highmem-48,48,384,3.776352
GCP,asia-south1,n2-highmem-64,64,512,5.035136
GCP,asia-south1,n2-highmem-8,8,64,0.629392
GCP,asia-south1,n2-highmem-80,80,640,6.29392
GCP,asia-south1,n2-highmem-96,96,768,7.552704
GCP,asia-south1,n2-standard-128,128,512,7.465216
GCP,asia-south1,n2-standard-16,16,64,0.933152
GCP,asia-south1,n2-standard-2,2,8,0.116644
GCP,asia-south1,n2-standard-32,32,128,1.866304
GCP,asia-south1,n2-standard-4,4,16,0.233288
GCP,asia-south1,n2-standard-48,48,192,2.799456
GCP,asia-south1,n2-standard-64,64,256,3.732608
GCP,asia-south1,n2-standard-8,8,32,0.466576
GCP,asia-south1,n2-standard-80,80,320,4.66576
GCP,asia-south1,n2-standard-96,96,384,5.598912
GCP,australia-southeast1,c3-highcpu-176,176,352,9.35572
GCP,australia-southeast1,c3-highcpu-22,22,44,1.169465
GCP,australia-southeast1,c3-highcpu-4,4,8,0.21263
GCP,australia-southeast1,c3-highcpu-44,44,88,2.33893
GCP,australia-southeast1,c3-highcpu-8,8,16,0.42526
GCP,australia-southeast1,c3-highcpu-88,88,176,4.67786
GCP,australia-southeast1,c3-standard-176-lssd,176,704,11.08844
GCP,australia-southeast1,c3-standard-22-lssd,22,88,1.386055
GCP,australia-southeast1,c3-standard-4-lssd,4,16,0.25201
GCP,australia-southeast1,c3-standard-44-lssd,44,176,2.77211
GCP,australia-southeast1,c3-standard-8-lssd,8,32,0.50402
GCP,australia-southeast1,c3-standard-88-lssd,88,352,5.54422
GCP,australia-southeast1,c3d-standard-16,16,64,0.90798
GCP,australia-southeast1,c3d-standard-180,180,720,10.214775
GCP,australia-southeast1,c3d-standard-30,30,120,1.702462
GCP,australia-southeast1,c3d-standard-360,360,1440,20.42955
GCP,australia-southeast1,c3d-standard-4,4,16,0.226995
GCP,australia-southeast1,c3d-standard-60,60,240,3.404925
GCP,australia-southeast1,c3d-standard-8,8,32,0.45399
GCP,australia-southeast1,c3d-standard-90,90,360,5.107387
GCP,australia-southeast1,e2-highcpu-16,16,16,0.561572
GCP,australia-southeast1,e2-highcpu-2,2,2,0.070196
GCP,australia-southeast1,e2-highcpu-32,32,32,1.123143
GCP,australia-southeast1,e2-highcpu-4,4,4,0.140393
GCP,australia-southeast1,e2-highcpu-8,8,8,0.280786
GCP,australia-southeast1,e2-highmem-16,16,128,1.026102
GCP,australia-southeast1,e2-highmem-2,2,16,0.128263
GCP,australia-southeast1,e2-highmem-4,4,32,0.256525
GCP,australia-southeast1,e2-highmem-8,8,64,0.513051
GCP,australia-southeast1,e2-medium,2,4,0.078492
GCP,australia-southeast1,e2-micro,2,1,0.066049
GCP,australia-southeast1,e2-small,2,2,0.070196
GCP,australia-southeast1,e2-standard-16,16,64,0.760656
GCP,australia-southeast1,e2-standard-2,2,8,0.095082
GCP,australia-southeast1,e2-standard-32,32,128,1.521312
GCP,australia-southeast1,e2-standard-4,4,16,0.190164
GCP,australia-southeast1,e2-standard-8,8,32,0.380328
GCP,australia-southeast1,n1-highcpu-16,16,14,0.804257
GCP,australia-southeast1,n1-highcpu-2,2,1,0.100531
GCP,australia-southeast1,n1-highcpu-32,32,28,1.608508
GCP,australia-southeast1,n1-highcpu-4,4,3,0.201061
GCP,australia-southeast1,n1-highcpu-64,64,57,3.217015
GCP,australia-southeast1,n1-highcpu-8,8,7,0.402128
GCP,australia-southeast1,n1-highcpu-96,96,86,4.825529
GCP,australia-southeast1,n1-highmem-16,16,104,1.34284
GCP,australia-southeast1,n1-highmem-2,2,13,0.167855
GCP,australia-southeast1,n1-highmem-32,32,208,2.68568
GCP,australia-southeast1,n1-highmem-4,4,26,0.33571
GCP,australia-southeast1,n1-highmem-64,64,416,5.37136
GCP,australia-southeast1,n1-highmem-8,8,52,0.67142
GCP,australia-southeast1,n1-highmem-96,96,624,8.05704
GCP,australia-southeast1,n1-standard-1,1,3,0.067397
GCP,australia-southeast1,n1-standard-16,16,60,1.078356
GCP,australia-southeast1,n1-standard-2,2,7,0.134794
GCP,australia-southeast1,n1-standard-32,32,120,2.156712
GCP,australia-southeast1,n1-standard-4,4,15,0.269589
GCP,australia-southeast1,n1-standard-64,64,240,4.313424
GCP,australia-southeast1,n1-standard-8,8,30,0.539178
GCP,australia-southeast1,n1-standard-96,96,360,6.470136
GCP,australia-southeast1,n1-ultramem-160,160,3844,30.283244
GCP,australia-southeast1,n1-ultramem-40,40,961,7.570811
GCP,australia-southeast1,n1-ultramem-80,80,1922,15.141622
GCP,australia-southeast1,n2-highcpu-16,16,16,0.813872
GCP,australia-southeast1,n2-highcpu-2,2,2,0.101734
GCP,australia-southeast1,n2-highcpu-32,32,32,1.627744
GCP,australia-southeast1,n2-highcpu-4,4,4,0.203468
GCP,australia-southeast1,n2-highcpu-48,48,48,2.441616
GCP,australia-southeast1,n2-highcpu-64,64,64,3.255488
GCP,australia-southeast1,n2-highcpu-8,8,8,0.406936
GCP,australia-southeast1,n2-highcpu-80,80,80,4.06936
GCP,australia-southeast1,n2-highcpu-96,96,96,4.883232
GCP,australia-southeast1,n2-highmem-128,128,864,10.935072
GCP,australia-southeast1,n2-highmem-16,16,128,1.487104
GCP,australia-southeast1,n2-highmem-2,2,16,0.185888
GCP,australia-southeast1,n2-highmem-32,32,256,2.974208
GCP,australia-southeast1,n2-highmem-4,4,32,0.371776
GCP,australia-southeast1,n2-highmem-48,48,384,4.461312
GCP,australia-southeast1,n2-highmem-64,64,512,5.948416
GCP,australia-southeast1,n2-highmem-8,8,64,0.743552
GCP,australia-southeast1,n2-highmem-80,80,640,7.43552
GCP,australia-southeast1,n2-highmem-96,96,768,8.922624
GCP,australia-southeast1,n2-standard-128,128,512,8.8192
GCP,australia-southeast1,n2-standard-16,16,64,1.1024
GCP,australia-southeast1,n2-standard-2,2,8,0.1378
GCP,australia-southeast1,n2-standard-32,32,128,2.2048
GCP,australia-southeast1,n2-standard-4,4,16,0.2756
GCP,australia-southeast1,n2-standard-48,48,192,3.3072
GCP,australia-southeast1,n2-standard-64,64,256,4.4096
GCP,australia-southeast1,n2-standard-8,8,32,0.5512
GCP,australia-southeast1,n2-standard-80,80,320,5.512
GCP,australia-southeast1,n2-standard-96,96,384,6.6144
GCP,australia-southeast1,c3-standard-176,176,704,11.08844
GCP,australia-southeast1,c3-standard-22,22,88,1.386055
GCP,australia-southeast1,c3-standard-4,4,16,0.25201
GCP,australia-southeast1,c3-standard-44,44,176,2.77211
GCP,australia-southeast1,c3-standard-8,8,32,0.50402
GCP,australia-southeast1,c3-standard-88,88,352,5.54422
GCP,europe-west4,c3-highcpu-176,176,352,7.858805
